RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
13595,20005341,Siciliani,701,France,Male,38,2,0.0,2,1,1,26907.43,0
13596,20017721,Sadlier,624,France,Female,37,2,0.0,1,1,0,78088.17,1
13597,20020226,Chadwick,548,Spain,Male,68,2,150461.07,1,0,0,49374.82,0
13598,20020019,Marsden,641,Germany,Male,30,1,0.0,2,1,0,143683.75,1
13599,20020080,Iheanacho,550,Spain,Female,41,0,119948.09,2,0,0,34551.35,0
13600,20010788,Macartney,591,France,Female,47,2,0.0,1,0,1,147533.09,0
13601,20000505,Myers,713,Germany,Female,39,7,139451.67,1,1,1,177622.38,0
13602,20010205,Onwuamaeze,754,France,Male,33,7,109341.87,1,1,0,87684.93,0
13603,20007856,Bruno,601,France,Female,32,6,0.0,2,1,0,176547.8,0
13604,20010001,Bailey,660,Spain,Male,41,4,145754.91,4,1,0,71865.31,0
13605,20005817,Peng,731,Spain,Male,34,4,0.0,2,1,0,138351.68,0
13606,20009344,Jen,573,France,Female,46,8,0.0,2,1,1,59553.34,0
13607,20019546,Woronoff,481,Spain,Male,43,1,0.0,1,1,0,111906.0,0
13608,20008079,Dyer,735,Germany,Male,40,2,0.0,2,1,1,148727.42,0
13609,20008294,Manna,523,France,Female,42,10,0.0,2,1,0,61977.82,0
13610,20003360,Young,687,France,Male,51,1,115897.12,2,0,1,182720.07,0
13611,20024475,Soares,582,Spain,Female,29,2,157559.59,2,0,1,104217.96,0
13612,20022782,Robson,619,France,Female,25,2,107868.14,2,1,1,86190.34,0
13613,20016135,Docherty,773,France,Female,39,10,0.0,1,1,0,116706.0,0
13614,20001573,Jose,704,France,Male,32,3,119658.49,2,1,0,170634.49,0
13615,20001154,Leworthy,754,France,Male,34,9,0.0,1,1,0,76456.17,0
13616,20022656,Tsai,613,France,Male,40,10,141616.55,2,1,0,196142.26,0
13617,20006133,Johnson,478,France,Female,47,3,27517.15,1,0,0,167564.82,1
13618,20015081,T'an,688,Germany,Female,30,8,119714.25,1,0,0,120694.35,1
13619,20016783,Hsiao,720,France,Male,18,2,126935.98,1,1,1,124429.19,1
13620,20008107,Carr,641,Germany,Male,43,4,125920.98,1,1,0,97614.87,1
13621,20014510,Singh,689,Germany,Male,29,4,175307.32,1,1,0,141364.27,0
13622,20013034,Chan,523,France,Female,25,6,92566.53,3,0,1,193785.87,0
13623,20022861,Burns,697,France,Male,24,8,0.0,2,0,1,161519.77,0
13624,20005666,Farber,811,France,Male,31,7,84284.48,2,0,0,137491.23,0
13625,20022999,Moore,570,France,Male,20,7,160680.41,3,0,0,66548.58,0
13626,20013145,Mills,702,Germany,Female,18,2,112494.99,2,1,0,85129.77,0
13627,20013826,Anayolisa,470,France,Female,31,6,109062.28,2,1,1,12096.61,1
13628,20022828,Folliero,692,Spain,Male,33,10,0.0,2,0,0,64872.55,1
13629,20008568,Pai,476,Germany,Male,29,4,0.0,1,0,0,120107.1,1
13630,20018833,Outhwaite,667,Spain,Male,18,4,0.0,1,1,0,158668.87,1
13631,20005118,Rossi,728,France,Male,20,7,74129.18,2,1,0,175025.27,0
13632,20020004,Thompson,584,Germany,Female,54,6,174356.13,1,1,0,42774.84,0
13633,20000198,Okonkwo,577,Spain,Male,18,8,86376.29,1,0,0,141582.66,1
13634,20004668,Harriman,690,France,Female,38,5,120656.86,2,1,1,136602.8,0
13635,20016897,Brient,658,France,Female,28,6,0.0,2,1,1,23425.78,0
13636,20021839,Dobie,486,Germany,Male,18,7,0.0,2,1,0,196582.55,0
13637,20012586,Aitken,624,Germany,Male,31,4,0.0,1,0,1,65801.44,0
13638,20022025,May,559,France,Male,57,1,88656.37,2,1,0,111346.22,0
13639,20000961,Rowley,664,France,Female,43,6,0.0,1,0,0,136120.29,0
13640,20006093,Yobachukwu,663,France,Male,44,10,108269.2,2,0,1,40861.55,0
13641,20004711,Noble,606,Spain,Female,60,3,0.0,1,0,0,164247.51,0
13642,20015851,Lay,535,Spain,Female,42,6,121797.09,1,1,1,53584.03,0
13643,20024880,Francis,552,France,Male,53,5,0.0,2,0,1,167522.19,1
13644,20004341,Loftus,680,France,Female,50,7,0.0,1,0,1,85426.28,0
13645,20021268,Elewechi,473,France,Female,40,3,0.0,1,0,0,113177.95,0
13646,20008196,Genovese,739,Germany,Female,37,10,125584.17,1,0,0,134132.65,0
13647,20017387,Iroawuchi,437,Germany,Female,34,7,0.0,2,1,1,9561.73,0
13648,20024677,Yusupova,632,France,Female,30,1,0.0,1,1,1,47997.39,0
13649,20005775,McIntosh,824,Germany,Female,48,3,0.0,1,0,0,16717.11,0
13650,20018799,Wan,680,Spain,Male,51,10,104702.65,2,0,0,65801.44,0
13651,20002330,Palerma,605,France,Male,28,9,0.0,2,1,0,43889.41,0
13652,20005060,Han,690,Germany,Male,24,6,0.0,1,1,1,40014.76,0
13653,20015393,Stonebraker,469,Germany,Male,38,10,136576.02,2,1,0,17536.82,0
13654,20014412,Lei,570,Germany,Male,37,3,136855.94,1,1,1,32231.6,0
13655,20016653,Montes,585,France,Male,57,1,93124.04,1,0,0,175043.69,0
13656,20011172,Davide,439,Germany,Male,26,4,0.0,1,1,1,177844.06,0
13657,20009852,Ross,601,Germany,Female,26,5,0.0,2,1,1,145524.36,0
13658,20005220,Denisov,680,France,Female,45,6,113688.63,1,0,0,76884.05,0
13659,20017502,Berry,670,France,Male,31,1,0.0,1,1,1,29641.58,0
13660,20022840,Collier,630,France,Female,19,6,0.0,1,0,1,7032.95,0
13661,20007960,Curtis,602,France,Female,51,5,105701.91,1,1,1,153229.19,0
13662,20009313,Russo,845,France,Female,29,2,136709.35,2,1,0,81602.02,0
13663,20013287,Palazzi,433,France,Female,18,3,0.0,2,1,1,57088.97,0
13664,20024227,Hawes,578,Germany,Male,32,7,160625.17,2,0,0,10553.31,0
13665,20021255,De Luca,778,France,Female,55,3,0.0,1,1,0,169291.7,0
13666,20005122,Logue,717,Spain,Female,30,3,97665.61,1,1,1,50294.09,0
13667,20005001,Spitzer,486,Germany,Male,41,9,77556.79,1,0,0,27145.73,1
13668,20023792,Wan,589,France,Female,40,3,129417.82,1,1,0,16929.41,0
13669,20003664,Abramovich,616,France,Male,31,0,0.0,2,1,0,70523.92,0
13670,20016543,Loggia,514,France,Female,40,3,0.0,2,0,0,180363.56,0
13671,20022978,Marino,603,France,Male,42,7,0.0,1,1,1,132809.18,1
13672,20001827,Colman,488,Spain,Female,51,3,167194.36,1,1,0,82824.08,0
13673,20008043,Sung,543,Spain,Male,31,10,107879.04,2,1,0,96366.7,0
13674,20000310,Ikenna,693,Spain,Female,34,9,102133.38,1,0,0,199454.37,0
13675,20012401,Akobundu,697,Spain,Female,32,6,120530.34,2,0,0,132104.76,0
13676,20007997,Lu,588,France,Male,47,3,0.0,2,1,0,35786.76,0
13677,20008893,Cunningham,719,France,Male,45,0,0.0,2,0,0,52137.73,0
13678,20019166,Ma,636,France,Female,38,2,113174.21,1,0,1,124170.9,0
13679,20010909,Atkins,643,Germany,Male,51,5,95947.76,2,1,0,46253.65,0
13680,20001185,Ts'ui,492,Spain,Male,24,3,179886.41,2,0,0,140173.17,1
13681,20000954,Pruneda,640,France,Female,32,8,0.0,1,1,0,33676.48,0
13682,20005339,Kelly,577,France,Male,38,10,131160.85,1,1,1,60083.11,0
13683,20000436,Chukwudi,712,France,Female,38,4,0.0,2,1,1,31190.42,1
13684,20002137,Evans,665,Spain,Female,44,1,0.0,1,1,1,76264.27,0
13685,20015902,Vicars,573,Germany,Male,45,5,129608.57,1,1,0,38784.42,1
13686,20016883,Lin,572,France,Male,45,1,0.0,1,1,1,60920.03,0
13687,20012744,Pickering,606,Spain,Male,47,8,107548.94,1,1,0,32174.03,0
13688,20001438,Ellis,551,France,Male,46,4,0.0,1,1,1,182612.38,1
13689,20024898,K?,546,France,Female,48,2,99835.17,1,1,0,168895.06,1
13690,20022733,Martin,637,Germany,Male,65,1,151027.05,1,0,1,9238.35,1
13691,20011004,Yao,682,France,Male,49,9,0.0,1,1,0,18708.76,1
13692,20014983,Toscano,639,France,Male,36,6,149000.91,1,1,0,152153.74,0
13693,20001706,Liu,613,Germany,Male,34,7,118788.57,2,1,1,58814.41,1
13694,20002594,Townsend,619,France,Female,34,4,127132.96,2,0,1,110431.51,0
13695,20012515,Dale,465,France,Female,44,6,0.0,2,1,1,44255.65,0
13696,20008795,Kharlamov,663,France,Male,43,6,0.0,1,0,1,89123.99,0
13697,20004785,Pirozzi,707,France,Female,37,3,124828.46,2,1,1,167162.43,0
13698,20021613,Hou,630,Spain,Male,28,2,40488.76,1,0,1,100717.54,0
13699,20009605,Sochima,686,Spain,Female,36,8,0.0,1,1,1,66469.2,0
13700,20018739,H?,655,Germany,Male,40,10,103097.85,1,1,0,56577.0,0
13701,20016346,Bezrukova,579,Spain,Male,45,1,145605.44,2,1,1,156249.06,1
13702,20006651,Yang,607,Spain,Male,44,7,137523.02,1,0,1,186062.36,0
13703,20003044,Cross,613,France,Female,27,0,132876.23,1,1,1,134407.93,0
13704,20017302,Troupe,431,Spain,Male,40,8,116363.37,2,1,1,190889.13,0
13705,20008194,Enyinnaya,548,France,Male,32,8,0.0,1,1,0,41233.97,0
13706,20020831,Hamilton,579,Germany,Female,28,6,184244.86,1,1,0,130009.85,1
13707,20015595,Okwukwe,576,France,Female,36,4,131411.24,2,1,1,143538.51,0
13708,20013214,Walker,606,France,Female,34,7,122449.31,1,0,1,22372.78,0
13709,20011633,Mazure,679,Germany,Female,28,7,75408.33,2,0,0,134175.15,0
13710,20004199,Chu,673,France,Male,54,3,0.0,3,0,0,63185.05,0
13711,20024452,T'ien,585,Spain,Male,45,9,121205.15,2,1,0,27814.74,0
13712,20004215,Heath,687,France,Female,29,7,149332.48,1,0,0,196293.76,0
13713,20019146,Scott,535,France,Female,51,5,156021.31,2,1,1,39473.63,0
13714,20000356,Chandler,832,France,Female,55,1,0.0,2,1,0,64420.5,0
13715,20000676,Anderson,533,France,Male,35,1,96645.54,2,1,0,101834.58,0
13716,20019842,Simpson,602,Germany,Male,53,9,103741.14,1,1,1,125692.07,0
13717,20011641,Pinto,428,France,Female,30,1,0.0,1,0,1,58111.71,0
13718,20004742,Taylor,579,Germany,Male,47,5,94682.56,3,0,1,69157.93,0
13719,20008501,Burgess,645,Germany,Male,56,6,0.0,1,1,1,125445.8,0
13720,20020193,Andrews,788,Germany,Male,28,6,0.0,2,1,1,145355.11,0
13721,20001946,Forbes,646,Germany,Female,37,3,160426.07,2,0,1,31802.92,0
13722,20002599,Paling,670,Germany,Male,47,8,80927.56,2,1,0,33266.29,0
13723,20020430,Glenny,668,Spain,Male,24,6,0.0,3,0,0,198030.24,0
13724,20003001,Marino,415,Spain,Male,18,4,0.0,1,0,0,165574.54,0
13725,20018372,He,507,Germany,Female,36,8,0.0,2,1,0,130789.15,0
13726,20011508,Vorobyova,665,France,Female,26,7,0.0,2,0,1,26215.85,0
13727,20014258,Fiorentini,669,Spain,Male,45,2,154741.45,1,1,1,50568.02,0
13728,20022409,Johnson,793,France,Female,37,8,144852.06,1,0,1,195692.3,0
13729,20004385,Lawrence,764,Spain,Male,20,10,132759.8,1,1,0,122221.71,0
13730,20010307,Chiabuotu,843,Germany,Female,34,10,112499.42,2,0,0,130442.08,1
13731,20006707,McGregor,444,Spain,Male,47,2,0.0,2,1,0,58844.84,1
13732,20004424,Yu,650,Spain,Female,54,3,0.0,2,0,0,64515.5,0
13733,20012732,Doherty,686,France,Female,36,6,145578.28,1,1,1,48226.76,0
13734,20012300,Hsu,551,France,Male,19,3,114268.22,2,1,0,45348.08,0
13735,20021539,Chidiebere,762,Spain,Male,38,1,98205.77,2,1,0,164453.98,1
13736,20017141,McCall,655,France,Male,34,9,0.0,1,1,0,61961.57,0
13737,20014688,Lombardi,705,Spain,Female,19,9,129417.82,2,1,1,40546.15,0
13738,20024077,Crist,776,Germany,Female,24,8,104001.38,3,0,0,24411.02,1
13739,20014959,Sidorov,826,Spain,Female,44,5,164870.81,1,0,0,131211.86,0
13740,20010902,Alexander,554,France,Male,28,6,0.0,1,1,0,152996.89,0
13741,20022939,Padovesi,697,Spain,Male,25,8,124969.13,2,1,1,139093.73,0
13742,20004192,Lo,562,France,Male,35,4,0.0,1,1,1,196079.32,0
13743,20024169,Su,749,Spain,Male,48,8,121093.29,1,1,0,65257.57,0
13744,20010847,Todd,655,France,Female,29,6,90778.76,2,1,0,88481.32,0
13745,20020892,Parkes,714,France,Female,29,7,147229.65,1,1,1,150242.44,0
13746,20021180,Grave,369,Germany,Male,38,1,0.0,1,1,1,195877.06,0
13747,20005501,Chibugo,632,France,Female,52,0,0.0,2,0,0,105291.26,0
13748,20012419,Warner,591,Spain,Female,62,3,96888.39,1,1,0,33143.04,0
13749,20004082,Shen,477,France,Male,55,9,113452.66,2,1,0,82117.2,0
13750,20024443,Fang,638,France,Female,57,7,0.0,1,1,1,169122.54,0
13751,20009778,Hsueh,468,Spain,Female,32,7,75497.51,1,1,0,164170.46,0
13752,20001236,Nepean,609,Spain,Male,53,7,85615.66,1,1,0,82634.41,0
13753,20014459,Curtis,768,Germany,Male,58,8,100548.67,1,1,0,34130.43,0
13754,20019068,Golubova,539,France,Female,57,2,106261.63,2,0,1,55775.72,1
13755,20002748,Watson,501,France,Male,41,8,0.0,1,1,1,13464.64,0
13756,20012976,Gilleland,571,France,Male,33,0,103909.86,1,1,0,109614.57,0
13757,20004775,Okwuadigbo,710,France,Female,45,5,0.0,1,1,1,56562.57,0
13758,20014678,Yefimova,793,France,Male,23,3,148466.93,2,0,0,61829.89,0
13759,20005931,Hung,575,France,Male,38,6,0.0,1,1,0,123475.88,0
13760,20001189,Ngozichukwuka,569,France,Male,33,9,0.0,1,1,0,19596.73,0
13761,20001709,Buda,562,Germany,Female,47,2,0.0,1,1,0,101663.47,1
13762,20003086,Hunter,801,France,Female,52,1,44582.07,1,0,0,81999.53,0
13763,20018682,Reye,648,Spain,Male,33,2,119948.09,1,0,0,90162.35,0
13764,20010737,Kelly,637,France,Female,53,8,0.0,1,1,0,26912.72,0
13765,20015955,Calabresi,584,France,Female,42,2,0.0,1,0,0,87994.95,0
13766,20020114,Hawkins,737,Germany,Female,39,4,113317.1,2,1,0,129188.18,0
13767,20004803,Fulton,641,Germany,Male,39,8,0.0,2,0,1,157871.55,0
13768,20015506,Degtyarev,410,Spain,Male,42,7,0.0,2,1,1,162756.29,1
13769,20024763,Hsia,653,France,Male,45,9,0.0,2,0,0,66214.13,0
13770,20019955,Fraser,509,France,Male,28,9,0.0,2,0,0,18633.4,0
13771,20014754,Maclean,527,France,Male,32,8,82844.33,1,1,1,130805.54,0
13772,20004544,Hall,646,France,Male,56,3,139562.05,1,1,0,195580.28,0
13773,20012330,Vial,750,France,Male,33,7,128707.31,2,1,1,42437.75,0
13774,20014093,Mai,693,France,Male,40,8,0.0,2,1,1,87803.32,1
13775,20007067,Hanson,598,France,Female,36,8,0.0,1,1,0,132861.9,0
13776,20022453,McGregor,728,Germany,Male,42,6,145875.74,1,1,1,74532.02,1
13777,20006997,Hsueh,630,Germany,Female,57,6,152182.83,1,1,1,88225.02,0
13778,20004270,Postle,692,Germany,Male,25,8,0.0,2,1,0,24983.39,1
13779,20022535,Kung,850,Germany,Male,45,7,0.0,1,1,0,83419.15,0
13780,20012501,Alexeyeva,622,France,Female,26,1,121215.9,1,1,1,147606.71,0
13781,20018440,Clements,382,France,Female,29,3,0.0,1,1,1,122584.29,0
13782,20020783,Wood,568,Spain,Female,43,3,104386.53,2,1,0,38411.79,1
13783,20012740,Daniels,638,France,Female,32,6,0.0,2,0,1,26136.13,0
13784,20008781,Davidson,792,Spain,Male,41,9,151012.55,1,0,0,96270.64,0
13785,20011275,Woronoff,614,Spain,Female,38,4,0.0,1,1,0,122604.44,0
13786,20021004,Paten,721,Germany,Female,52,1,0.0,1,1,0,168219.75,0
13787,20011333,Tuan,588,France,Female,35,6,116576.45,2,1,1,178504.29,0
13788,20014065,Ramsden,615,France,Male,39,7,0.0,2,1,1,55043.93,1
13789,20020842,Hancock,526,Germany,Female,19,1,0.0,1,1,1,148798.45,0
13790,20018428,Sun,686,Germany,Female,42,5,98202.76,2,1,1,144496.07,0
13791,20000054,Hay,694,France,Male,41,2,132865.56,2,1,1,8590.83,0
13792,20006838,Savage,801,France,Female,27,1,0.0,1,1,1,127825.25,1
13793,20022477,McKenzie,545,Spain,Male,56,0,0.0,1,1,1,165082.25,1
13794,20014698,Wong,613,Spain,Female,39,2,0.0,1,1,0,142730.27,0
13795,20010626,Franklin,675,Germany,Female,42,2,94598.48,1,1,0,17536.82,0
13796,20010078,Chijindum,715,Germany,Female,41,7,157780.84,2,1,1,189016.14,0
13797,20009500,Knorr,737,France,Male,39,7,142871.27,2,1,0,12537.42,0
13798,20023771,Sholes,647,France,Female,33,4,146679.77,1,1,1,81901.6,1
13799,20017757,Ignatyev,570,Spain,Female,52,4,103324.78,2,0,0,89402.54,0
13800,20021388,Holloway,782,Spain,Female,29,5,0.0,1,1,0,72402.0,0
13801,20021114,Onyemere,713,France,Female,40,0,0.0,4,1,0,21063.71,0
13802,20014655,Rose,611,France,Male,42,6,150905.03,2,1,1,142680.64,1
13803,20011416,Chen,594,France,Male,29,5,0.0,1,1,0,146366.08,0
13804,20005509,Ts'ai,599,Germany,Female,27,2,0.0,2,1,1,62722.44,0
13805,20023534,Liu,755,Spain,Male,18,7,0.0,1,0,1,19658.43,0
13806,20011877,Ku,726,France,Male,33,5,0.0,1,1,0,60375.18,0
13807,20021520,Welsh,702,Germany,Male,44,6,107494.86,1,1,0,100408.31,0
13808,20011349,Nwora,545,France,Male,25,4,142296.13,2,1,1,8982.75,0
13809,20024251,Chung,563,France,Female,35,1,96048.55,2,1,0,175749.36,0
13810,20003373,Christie,716,France,Female,27,9,110368.03,2,0,0,187925.75,0
13811,20003980,Biryukova,577,Spain,Male,34,1,0.0,1,1,1,64286.39,0
13812,20024697,Giordano,725,Spain,Male,53,8,0.0,2,1,1,47432.43,0
13813,20001582,Holloway,691,Spain,Female,35,3,132623.6,2,1,0,74687.37,0
13814,20018223,Wilson,522,France,Male,43,4,0.0,1,1,1,171867.08,0
13815,20010668,Tsou,850,France,Female,36,4,98723.67,1,1,0,116253.1,0
13816,20021047,Iqbal,507,France,Female,39,4,0.0,2,0,1,3529.72,1
13817,20024974,Larson,607,Spain,Female,37,2,100107.99,2,1,1,131753.97,1
13818,20017138,Furneaux,740,Spain,Male,51,8,139153.68,1,0,0,96885.19,1
13819,20017103,White,666,Germany,Male,47,0,0.0,2,1,1,35593.18,1
13820,20019297,Udegbulam,624,Spain,Female,27,8,91536.93,1,1,1,77965.67,0
13821,20022326,Hsing,641,France,Male,37,2,126473.33,1,1,0,25881.0,0
13822,20012227,Tsui,758,France,Male,18,7,106414.57,2,1,0,6865.41,1
13823,20021694,O'Loughlin,743,France,Female,32,8,0.0,2,1,1,41610.62,0
13824,20010006,Hargreaves,448,Germany,Female,36,9,0.0,1,1,1,158585.17,0
13825,20018965,Ting,585,France,Female,29,4,0.0,1,0,0,143980.29,0
13826,20010775,Romero,734,Spain,Male,38,9,0.0,1,1,0,183566.78,0
13827,20008433,Muecke,621,France,Male,39,9,111769.14,1,1,0,18826.34,0
13828,20000956,Wilson,517,Spain,Female,30,6,0.0,2,1,1,188150.6,0
13829,20024350,Romani,605,Germany,Male,47,8,175159.9,1,1,0,14353.43,0
13830,20018271,Ugochukwutubelum,651,Germany,Female,25,7,127649.64,1,1,0,20612.82,0
13831,20024340,Jamieson,533,Germany,Male,37,5,120549.29,1,0,1,128643.35,0
13832,20009898,Atkins,645,Spain,Female,42,5,112494.99,1,1,0,41865.72,1
13833,20008661,Fyodorova,581,France,Male,40,5,162888.73,2,1,0,14546.76,0
13834,20001187,McGregor,607,Spain,Female,25,6,87842.98,1,0,1,115468.84,0
13835,20017572,Ting,625,France,Female,44,1,0.0,1,1,1,67998.45,1
13836,20016129,Wu,521,France,Male,38,3,139301.68,1,0,1,188343.05,1
13837,20002447,Hill,504,Germany,Male,44,9,114435.47,2,0,1,84508.44,1
13838,20019950,Izuchukwu,631,France,Male,53,0,95293.86,4,0,1,125305.34,0
13839,20006314,Fleming,415,France,Male,38,5,152899.24,2,0,0,119969.99,0
13840,20003454,Gray,596,Germany,Male,38,8,108891.7,2,1,1,34827.43,1
13841,20023789,Tu,621,France,Male,25,5,0.0,1,1,0,94978.1,0
13842,20009658,Flynn,695,Germany,Male,21,5,108513.25,1,1,1,114182.07,0
13843,20000842,K?,633,France,Male,41,6,150348.37,1,0,0,62375.1,0
13844,20011076,Forbes,572,France,Female,29,3,55328.4,1,0,0,71776.76,0
13845,20000475,Lin,675,France,Female,40,8,146652.01,2,1,1,198161.07,0
13846,20002459,Pearson,679,France,Male,35,3,132730.17,2,0,1,102416.84,1
13847,20009346,Kang,464,Germany,Female,32,9,176134.54,2,1,1,56407.42,0
13848,20013299,Bidwill,725,Spain,Male,48,7,0.0,2,1,1,103901.35,0
13849,20005357,Nkemakonam,622,France,Male,40,7,120731.39,1,1,1,2383.59,1
13850,20012203,Hsing,729,Spain,Female,39,5,138162.81,2,1,1,150679.65,0
13851,20009842,Madison,725,France,Male,30,8,0.0,1,0,1,91943.94,0
13852,20005104,Descoteaux,653,France,Female,34,7,0.0,2,0,0,149474.69,1
13853,20006310,Jen,554,Germany,Female,49,7,120094.93,2,1,1,195463.35,0
13854,20010234,McKay,755,France,Male,38,2,0.0,1,1,0,142377.69,0
13855,20004865,Anderson,682,Spain,Female,39,1,117160.32,1,0,0,138423.1,1
13856,20015614,Cawthorne,584,France,Male,39,7,122104.79,1,0,1,173179.79,0
13857,20003862,Clayton,789,France,Female,49,2,0.0,2,1,0,12148.2,0
13858,20009568,McKinley,777,Spain,Female,44,4,0.0,1,0,0,38409.79,0
13859,20012469,Okwudilichukwu,655,Spain,Male,44,6,0.0,1,0,0,147913.56,0
13860,20011145,Douglas,375,France,Male,45,1,75150.34,1,0,1,111312.96,0
13861,20021704,Hyde,698,Spain,Female,32,4,0.0,2,1,0,95159.13,0
13862,20010585,Chukwukere,576,France,Male,35,10,0.0,2,1,1,16392.72,0
13863,20001984,Keeley,795,Germany,Female,34,7,0.0,1,0,1,179657.83,0
13864,20018360,Welch,537,Germany,Male,25,3,0.0,1,1,0,67740.08,0
13865,20019183,Sal,516,Spain,Male,27,5,114005.78,1,1,0,121904.44,0
13866,20004677,Hs?,693,Germany,Female,32,1,153611.83,2,1,1,20973.8,0
13867,20002696,Ch'iu,648,Spain,Female,18,3,137817.52,1,1,1,132770.11,1
13868,20006169,Butusov,570,France,Male,39,3,0.0,1,1,1,114899.13,0
13869,20011335,Dyson,698,France,Male,33,9,98723.67,2,0,0,145704.19,0
13870,20017691,Ignatiev,595,Spain,Female,48,5,119565.92,2,1,1,124532.9,0
13871,20022979,Anthony,657,France,Male,42,3,0.0,1,1,0,42933.26,0
13872,20009444,Catchpole,776,Spain,Female,28,3,0.0,2,0,0,20092.89,0
13873,20011620,Obidimkpa,623,Germany,Male,49,1,83459.86,1,1,1,186778.89,0
13874,20022073,Donaldson,564,Spain,Male,40,1,0.0,2,0,0,63337.19,0
13875,20008944,Nucci,678,France,Male,53,8,147687.24,1,1,0,131173.9,0
13876,20008310,K?,642,France,Male,55,7,0.0,2,1,0,106340.66,1
13877,20010299,Houghton,788,Spain,Male,36,2,85200.82,1,0,1,7034.94,1
13878,20006835,Davison,526,France,Male,40,4,0.0,1,0,0,160303.08,0
13879,20016863,Morrison,442,Spain,Female,54,6,0.0,3,1,0,86242.18,0
13880,20005035,Rowe,622,France,Female,44,1,0.0,1,1,0,183289.22,0
13881,20021644,Zito,707,Spain,Female,27,4,0.0,1,1,1,180150.49,0
13882,20002104,Boag,662,Spain,Male,44,3,0.0,1,1,1,128461.29,1
13883,20001048,Traeger,668,France,Female,33,3,119096.55,1,1,1,2150.22,0
13884,20001271,Singh,686,France,Female,49,2,116585.97,1,1,0,106472.34,0
13885,20021364,Middleton,592,Germany,Male,37,6,0.0,1,1,1,164064.44,0
13886,20023558,Mao,842,France,Female,36,4,0.0,1,1,0,73181.39,0
13887,20017581,Hill,733,France,Female,28,2,0.0,1,0,0,163147.99,0
13888,20003367,Liao,703,France,Male,53,9,0.0,1,1,1,178361.48,0
13889,20004135,Ch'en,656,Germany,Male,39,10,107648.94,2,0,1,131647.31,0
13890,20008971,Chang,564,France,Male,22,2,118097.87,2,1,1,118324.75,0
13891,20000041,Loftus,667,Spain,Female,31,5,0.0,2,1,1,187839.9,0
13892,20009805,Loginov,716,Germany,Female,23,9,168094.01,1,1,0,78941.59,0
13893,20008181,Robe,598,France,Male,48,3,0.0,1,1,0,114566.47,0
13894,20002569,Brennan,850,France,Male,33,9,0.0,2,0,0,937.15,0
13895,20018486,Mazzi,705,France,Male,25,2,0.0,1,1,0,140197.42,0
13896,20001995,Barker,697,Germany,Male,37,1,78133.15,1,1,1,49848.86,1
13897,20019531,Nwabugwu,764,Germany,Male,27,8,0.0,1,1,0,174916.85,0
13898,20020693,Warner,772,France,Male,40,4,98640.74,1,1,1,131553.82,1
13899,20013575,Egobudike,723,Spain,Male,25,2,0.0,2,0,1,66040.83,0
13900,20020759,Chinonyelum,614,France,Female,44,6,0.0,2,0,1,138780.89,0
13901,20000214,Y?an,700,Spain,Male,48,8,165312.27,1,1,1,108457.99,0
13902,20020434,Goliwe,630,France,Male,35,3,115414.19,2,1,1,19367.98,0
13903,20002203,Reed,629,Germany,Male,42,2,145294.08,2,0,1,92840.67,1
13904,20005777,Loggia,850,Germany,Male,40,10,93051.64,3,1,0,107625.46,1
13905,20002223,Ho,619,France,Female,62,3,68423.89,3,1,0,129001.3,0
13906,20013419,Lung,623,Spain,Male,34,2,0.0,2,0,1,42964.63,0
13907,20004653,Chikezie,701,Germany,Male,52,9,134366.42,1,1,0,85982.47,0
13908,20009662,Chiemenam,653,France,Female,18,8,127806.91,1,1,0,196142.26,0
13909,20021496,McKay,548,France,Male,36,10,0.0,2,0,1,133102.3,1
13910,20019410,Chukwudi,579,Spain,Male,42,2,144953.31,1,0,0,26912.34,0
13911,20019889,Cameron,579,France,Female,45,9,0.0,2,1,0,36692.17,1
13912,20002369,Wong,592,Spain,Female,43,6,0.0,2,1,1,84605.0,0
13913,20018485,Rivero,665,France,Female,18,0,61297.05,2,0,1,54517.25,0
13914,20015904,Millar,673,France,Female,43,8,0.0,2,1,0,105965.25,0
13915,20016490,Burrows,768,France,Female,34,8,0.0,2,1,1,18761.92,0
13916,20008483,Ting,669,Germany,Female,70,8,166257.96,1,1,0,47997.39,0
13917,20017337,Pirozzi,836,Germany,Female,32,8,137817.52,2,0,1,75762.0,0
13918,20024791,Yobachukwu,634,Germany,Female,27,4,0.0,1,1,1,23974.85,0
13919,20013565,Andreyeva,679,France,Female,37,7,0.0,2,1,0,130862.11,0
13920,20015587,Parkhill,613,Spain,Female,29,5,97460.1,1,1,1,87771.06,0
13921,20016816,Zhou,516,Spain,Male,63,5,127786.28,2,1,1,126172.11,0
13922,20010112,Shih,542,Germany,Female,25,1,0.0,1,1,0,21085.12,1
13923,20010106,Ferrari,677,France,Male,48,2,0.0,1,1,1,22745.5,1
13924,20001075,Cocci,783,France,Male,52,1,0.0,1,1,0,118319.5,0
13925,20013048,Tisdall,628,France,Female,31,3,0.0,1,1,0,166656.18,0
13926,20009485,Gorshkov,550,Spain,Female,38,4,120623.21,2,1,1,18732.91,0
13927,20022809,Kryukova,714,Spain,Female,42,9,109052.59,2,1,0,159742.33,0
13928,20005088,Obiuto,662,France,Male,48,1,127305.5,4,0,1,43678.06,0
